chunk_vid_id,chunk_vid_duration,chunk_vid_dimention,chunk_vid_definition,chunk_vid_caption,chunk_vid_licensedContent,chunk_vid_projection
FBIWomHpIL4,PT4M57S,2d,hd,TRUE,TRUE,rectangular
ROtxF9ypMkA,PT37M41S,2d,hd,FALSE,TRUE,rectangular
7L4iRi0EWHI,PT10M21S,2d,hd,FALSE,TRUE,rectangular
dz6evO3R3hg,PT4M12S,2d,sd,FALSE,TRUE,rectangular
PXlVzMiRIHw,PT18M2S,2d,hd,FALSE,TRUE,rectangular
TJnqg1FP9fY,PT5M49S,2d,hd,FALSE,TRUE,rectangular
JGUePngk1SI,PT27M1S,2d,hd,FALSE,FALSE,rectangular
2sKADUBfdMk,PT4M47S,2d,hd,TRUE,TRUE,rectangular
2uxCQHWhYRk,PT15M23S,2d,hd,FALSE,TRUE,rectangular
by2PxJhY_js,PT6M42S,2d,hd,FALSE,TRUE,rectangular
S7qNyePF28o,PT1H58M8S,2d,sd,FALSE,TRUE,rectangular
SH-9ld68kYY,PT11M26S,2d,hd,FALSE,TRUE,rectangular
yz222S-ILo4,PT7M52S,2d,hd,FALSE,FALSE,rectangular
sYqO3-nuHnw,PT5M5S,2d,hd,FALSE,TRUE,rectangular
leOoTaEuIbc,PT10M27S,2d,hd,FALSE,TRUE,rectangular
UoMSa-owFyE,PT3M6S,2d,hd,FALSE,FALSE,rectangular
ZwvrFY23Atc,PT7M23S,2d,hd,TRUE,TRUE,rectangular
Rck7y3m2xXo,PT10M3S,2d,hd,TRUE,TRUE,rectangular
TY3cHmoQGdc,PT5M42S,2d,hd,TRUE,TRUE,rectangular
n4CAhXpyVCI,PT5M54S,2d,hd,FALSE,TRUE,rectangular
oH72jRs2PcY,PT17M11S,2d,hd,TRUE,TRUE,rectangular
5h5KgXBOF5c,PT11M3S,2d,hd,FALSE,TRUE,rectangular
MvMnAFUehJ4,PT13M12S,2d,hd,FALSE,TRUE,rectangular
8XL4oDhwj8M,PT2M3S,2d,hd,FALSE,TRUE,rectangular
1ls1Xa6bIZQ,PT39M58S,2d,hd,FALSE,TRUE,rectangular
BJ2yzCRPonA,PT4M9S,2d,hd,FALSE,TRUE,rectangular
lG--0KSOe90,PT6M23S,2d,hd,FALSE,TRUE,rectangular
2VK4uyxeMXk,PT3M18S,2d,hd,FALSE,TRUE,rectangular
cyVwmYfnDgM,PT3M12S,2d,hd,FALSE,TRUE,rectangular
Pec4xwnHxSs,PT7M4S,2d,hd,FALSE,TRUE,rectangular
xirk18P889U,PT3M21S,2d,hd,FALSE,FALSE,rectangular
hZanytm6lQA,PT7M20S,2d,hd,FALSE,TRUE,rectangular
D6R9q4bZU_Q,PT1H13M2S,2d,hd,FALSE,TRUE,rectangular
gyBLJm10JkI,PT24M40S,2d,hd,FALSE,TRUE,rectangular
X1pVMezB9go,PT6M1S,2d,hd,FALSE,TRUE,rectangular
URqkQkkS7Oc,PT19M18S,2d,hd,FALSE,TRUE,rectangular
aJOTlE1K90k,PT4M31S,2d,hd,TRUE,TRUE,rectangular
9jRtpMKLsts,PT3M19S,2d,hd,FALSE,TRUE,rectangular
1J76wN0TPI4,PT3M4S,2d,hd,TRUE,TRUE,rectangular
Wzq4qbNRFrw,PT5M40S,2d,hd,TRUE,TRUE,rectangular
SLLWasLMgl8,PT11M12S,2d,hd,TRUE,TRUE,rectangular
nLXCutcsoKQ,PT2M33S,2d,hd,FALSE,TRUE,rectangular
E5yFcdPAGv0,PT3M21S,2d,hd,FALSE,TRUE,rectangular
7pPMg9l6Yik,PT19M52S,2d,hd,FALSE,FALSE,rectangular
ZTAHDkeM9zE,PT16M4S,2d,hd,TRUE,TRUE,rectangular
12m1rG0Tj7U,PT1M51S,2d,hd,TRUE,TRUE,rectangular
m93CVxQIevM,PT2M1S,2d,hd,TRUE,TRUE,rectangular
GhxV90u-xME,PT16M13S,2d,sd,FALSE,TRUE,rectangular
RMnI_zRbjYA,PT9M38S,2d,hd,TRUE,TRUE,rectangular
4hbm0XspKIU,PT9M45S,2d,hd,FALSE,TRUE,rectangular
av4QVqEMWyk,PT8M15S,2d,hd,FALSE,TRUE,rectangular
FnaqC2ZH3Z0,PT9M26S,2d,hd,FALSE,FALSE,rectangular
0j1YJ78oSaU,PT13M47S,2d,hd,TRUE,TRUE,rectangular
AYbevLTXLvM,PT8M3S,2d,hd,FALSE,TRUE,rectangular
MbWo5Srm_M4,PT8M1S,2d,hd,TRUE,TRUE,rectangular
WBTOK4CYUCk,PT3M32S,2d,hd,FALSE,TRUE,rectangular
PlSwgM4PTNI,PT15M8S,2d,hd,TRUE,TRUE,rectangular
e6akG3Wsd5U,PT1H32M17S,2d,hd,FALSE,TRUE,rectangular
gS1DbvHHVH0,PT59S,2d,hd,FALSE,FALSE,rectangular
fas2ZeyRffA,PT8M30S,2d,hd,FALSE,TRUE,rectangular
RGNAAQbdJm0,PT20M24S,2d,hd,FALSE,TRUE,rectangular
4LKdSraZA7M,PT17M14S,2d,hd,FALSE,TRUE,rectangular
A2uVxQG3HXE,PT5M8S,2d,hd,FALSE,TRUE,rectangular
kpTsHXbnmaQ,PT11M52S,2d,hd,FALSE,TRUE,rectangular
ZtnkV5jszRY,PT21M13S,2d,hd,FALSE,TRUE,rectangular
UXnc_HBjzPo,PT10M9S,2d,hd,TRUE,TRUE,rectangular
_rgf7T_8hjg,PT11M25S,2d,hd,FALSE,FALSE,rectangular
ZynfsLOdQJM,PT12M51S,2d,hd,FALSE,TRUE,rectangular
dltK5r4GBec,PT6M18S,2d,hd,FALSE,TRUE,rectangular
LXKyDFyRj2Y,PT9M45S,2d,hd,TRUE,TRUE,rectangular
sz9QCwsZWN0,PT11M37S,2d,hd,TRUE,TRUE,rectangular
8JnfIa84TnU,PT3M44S,2d,hd,FALSE,TRUE,rectangular
4VxF7YR86YQ,PT4M29S,2d,hd,FALSE,TRUE,rectangular
QHo7c8x7wb0,PT3M29S,2d,hd,TRUE,FALSE,rectangular
AJUiQU8-w8E,PT13M29S,2d,hd,TRUE,TRUE,rectangular
l7E0kTvARsA,PT2H8M46S,2d,hd,FALSE,TRUE,rectangular
vTvXWFpJeN0,PT11M38S,2d,hd,FALSE,FALSE,rectangular
z14A0Vblm0I,PT3M16S,2d,hd,TRUE,TRUE,rectangular
uHVy2s5B3IY,PT37M53S,2d,hd,FALSE,TRUE,rectangular
tsM6kq-7nmw,PT12M53S,2d,hd,FALSE,TRUE,rectangular
mw3IKKWs2Es,PT8M21S,2d,hd,FALSE,TRUE,rectangular
btxaD6eiwj0,PT22M32S,2d,hd,FALSE,TRUE,rectangular
1FvlGRpaBYY,PT1H58M46S,2d,sd,FALSE,TRUE,rectangular
7Fn7y181K34,PT8M45S,2d,hd,TRUE,TRUE,rectangular
mgnC_qr7FOM,PT45M16S,2d,hd,TRUE,TRUE,rectangular
Ppod--NK5pM,PT5M19S,2d,hd,FALSE,TRUE,rectangular
Gm5PDsS5CcE,PT3M8S,2d,hd,FALSE,FALSE,rectangular
JawsMtVjnis,PT35M39S,2d,hd,FALSE,TRUE,rectangular
vkb8utPFjkM,PT1H7M32S,2d,hd,FALSE,TRUE,rectangular
2SJ0hgdciNE,PT3M22S,2d,hd,TRUE,FALSE,rectangular
pE4lzDuWYEg,PT31M23S,2d,hd,FALSE,FALSE,rectangular
GWoOLpf9G_A,PT24M58S,2d,hd,FALSE,TRUE,rectangular
ZAlXll4VDgo,PT3M20S,2d,hd,TRUE,TRUE,rectangular
zdL7ts8JfKc,PT39M34S,2d,hd,FALSE,FALSE,rectangular
vfHd8MF0ExU,PT18M9S,2d,hd,FALSE,TRUE,rectangular
MHHMunmgq5U,PT30M49S,2d,hd,FALSE,TRUE,rectangular
xDpsIoAI9sA,PT3M52S,2d,hd,FALSE,TRUE,rectangular
qUPdTMC3Obk,PT8M16S,2d,hd,FALSE,TRUE,rectangular
jlLUuX2a0Cg,PT8M10S,2d,hd,TRUE,TRUE,rectangular
T_LyluLWUS0,PT46M39S,2d,hd,TRUE,TRUE,rectangular
ZhVX97_cEtA,PT4M51S,2d,hd,FALSE,TRUE,rectangular
UY9iVrhw4vA,PT17M31S,2d,hd,FALSE,TRUE,rectangular
1nX0kF2UwDc,PT2H18M32S,2d,hd,TRUE,TRUE,rectangular
HZoX-10-VMs,PT3M15S,2d,hd,FALSE,TRUE,rectangular
fgxmCQIehwM,PT10M17S,2d,hd,TRUE,TRUE,rectangular
jGTxKKdoBQ4,PT4M4S,2d,hd,FALSE,TRUE,rectangular
cdBGmiIOYug,PT37M13S,2d,hd,FALSE,TRUE,rectangular
XM2vHizcgt4,PT3M49S,2d,hd,TRUE,TRUE,rectangular
3t7nrkDhVJw,PT8M29S,2d,hd,FALSE,TRUE,rectangular
MJg77yvjtW4,PT21M50S,2d,hd,FALSE,TRUE,rectangular
WDiK14qI3pQ,PT12M39S,2d,hd,TRUE,TRUE,rectangular
KuWnanSN_AI,PT21M21S,2d,hd,FALSE,TRUE,rectangular
iOq7pAdY1kg,PT4M56S,2d,hd,FALSE,TRUE,rectangular
zpHXoViBqCU,PT2M19S,2d,hd,FALSE,TRUE,rectangular
afy5QnoA61g,PT43M50S,2d,hd,FALSE,TRUE,rectangular
JrO46CJd9ns,PT3M37S,2d,hd,TRUE,TRUE,rectangular
cRv5vTX5RJc,PT2M37S,2d,hd,TRUE,TRUE,rectangular
O8TgCzV8GN4,PT17M28S,2d,hd,FALSE,TRUE,rectangular
dpYxyFmBEKQ,PT28M20S,2d,hd,FALSE,TRUE,rectangular
k4Zwwl4Txyk,PT5M,2d,hd,FALSE,TRUE,rectangular
nCq7hUSRwTQ,PT28M33S,2d,hd,FALSE,TRUE,rectangular
Lqy1tQLywwM,PT6M6S,2d,hd,FALSE,TRUE,rectangular
TfiTsqa2LB0,PT13M32S,2d,hd,TRUE,TRUE,rectangular
sfMTQhiVdzg,PT20M59S,2d,hd,TRUE,TRUE,rectangular
whG1ZzxFfe4,PT10M16S,2d,hd,FALSE,TRUE,rectangular
bV_3HQplzRw,PT5M12S,2d,hd,TRUE,TRUE,rectangular
v70z1jCZQuc,PT53S,2d,hd,FALSE,TRUE,rectangular
YeNXRD8eziA,PT9M34S,2d,hd,FALSE,TRUE,rectangular
C9hERXiYUWg,PT2M34S,2d,hd,FALSE,TRUE,rectangular
#NAME?,PT21M38S,2d,hd,TRUE,TRUE,rectangular
LGp7LlaqHEc,PT13M4S,2d,hd,FALSE,TRUE,rectangular
tIWpr3tHzII,PT4M4S,2d,hd,TRUE,FALSE,rectangular
MN840bAdQyw,PT3M56S,2d,hd,FALSE,TRUE,rectangular
9DDr82vYxl0,PT19M3S,2d,hd,FALSE,TRUE,rectangular
mQQoVi_PvdE,PT17M,2d,hd,FALSE,TRUE,rectangular
xNga57xIUKw,PT44M34S,2d,hd,FALSE,TRUE,rectangular
Hxkf1E4Uz9Y,PT56S,2d,hd,FALSE,TRUE,rectangular
2BMzEuSQ9aM,PT5M24S,2d,hd,FALSE,FALSE,rectangular
K7y33diHA4U,PT7M58S,2d,hd,FALSE,TRUE,rectangular
H11ivJO9-bE,PT10M2S,2d,hd,FALSE,TRUE,rectangular
lZjDxpC8RSw,PT2M9S,2d,hd,FALSE,TRUE,rectangular
cZdTBDgT5Sk,PT5M49S,2d,hd,FALSE,TRUE,rectangular
xzH65aU1q0g,PT5M26S,2d,hd,TRUE,TRUE,rectangular
Fn1qKcFxqUM,PT15M39S,2d,hd,TRUE,TRUE,rectangular
j6oVO1v6npk,PT2M14S,2d,hd,FALSE,TRUE,rectangular
DbPIkpi0ik4,PT48S,2d,hd,TRUE,FALSE,rectangular
5AVTP2sNTcY,PT2M22S,2d,hd,FALSE,TRUE,rectangular
vUltH53kldI,PT1M6S,2d,hd,FALSE,TRUE,rectangular
mKnfkxp2EVU,PT5M4S,2d,hd,FALSE,FALSE,rectangular
eO83CR7VCTA,PT5M14S,2d,hd,TRUE,TRUE,rectangular
bhyOePalmJE,PT11M42S,2d,hd,FALSE,TRUE,rectangular
Wvm5GuDfAas,PT3M11S,2d,hd,FALSE,TRUE,rectangular
IAdZCeRbY3E,PT10M9S,2d,hd,FALSE,TRUE,rectangular
ZXnc1VKpocA,PT7M21S,2d,hd,FALSE,TRUE,rectangular
4I5R1Y55kaA,PT8M19S,2d,hd,FALSE,TRUE,rectangular
Fq8mwkddYZE,PT7M21S,2d,hd,FALSE,TRUE,rectangular
cEU13srBAoQ,PT10M29S,2d,hd,FALSE,TRUE,rectangular
TJsNCOEpbMs,PT12M43S,2d,hd,FALSE,TRUE,rectangular
mmOEBgamzlU,PT20M1S,2d,hd,FALSE,TRUE,rectangular
D_Iei8Ge7bs,PT7M36S,2d,hd,FALSE,TRUE,rectangular
T-9mMF4Bp_0,PT18M5S,2d,hd,TRUE,TRUE,rectangular
oqEF9pH0jXc,PT3M11S,2d,hd,FALSE,TRUE,rectangular
9allKN0Sv9U,PT9M46S,2d,hd,FALSE,TRUE,rectangular
#NAME?,PT14M38S,2d,hd,FALSE,TRUE,rectangular
Wm1lZuPglf8,PT24M19S,2d,hd,FALSE,TRUE,rectangular
RlyK3rVz2Z0,PT37M55S,2d,hd,FALSE,TRUE,rectangular
zNZJNlx4P80,PT9M46S,2d,hd,FALSE,TRUE,rectangular
LgzhCXsBdpA,PT2M58S,2d,hd,FALSE,FALSE,rectangular
datRG-RokSU,PT14M54S,2d,hd,TRUE,TRUE,rectangular
7jrdwUfHQ_c,PT13M37S,2d,hd,FALSE,TRUE,rectangular
3BwWNv71lyc,PT4M9S,2d,hd,FALSE,TRUE,rectangular
S1Br3Ap2H2c,PT20S,2d,hd,FALSE,TRUE,rectangular
cR9k1-034HM,PT4M58S,2d,hd,FALSE,TRUE,rectangular
E_8wQsmjn0A,PT6M34S,2d,hd,TRUE,TRUE,rectangular
#NAME?,PT11M55S,2d,hd,TRUE,TRUE,rectangular
gwLDtkXLqa8,PT15M1S,2d,hd,FALSE,TRUE,rectangular
Pit2aFhyA7w,PT3M49S,2d,hd,FALSE,TRUE,rectangular
uZwsYdxecA8,PT3M36S,2d,hd,FALSE,TRUE,rectangular
2nVPFdqejD0,PT6M27S,2d,hd,FALSE,TRUE,rectangular
ui1SquTFnxo,PT5M2S,2d,hd,FALSE,TRUE,rectangular
aVaw3vRk3I0,PT34M59S,2d,hd,FALSE,TRUE,rectangular
vL2-H_0V7nw,PT3M41S,2d,hd,TRUE,TRUE,rectangular
aDJTuL1VNTQ,PT14M50S,2d,hd,TRUE,TRUE,rectangular
-1zeOMJIEQY,PT24M28S,2d,hd,FALSE,TRUE,rectangular
PXbDu4Hh8Bo,PT1M14S,2d,hd,FALSE,TRUE,rectangular
pWqEv7Zo5ys,PT22M32S,2d,hd,FALSE,TRUE,rectangular
kSDiOjXqi-Y,PT37M29S,2d,hd,FALSE,TRUE,rectangular
wr0RTCiWqEQ,PT21M44S,2d,hd,FALSE,TRUE,rectangular
UhKFV7ZjQL0,PT42M26S,2d,hd,TRUE,TRUE,rectangular
g1sr1REou50,PT11M49S,2d,hd,FALSE,TRUE,rectangular
zrT8hNHO1Ec,PT14M36S,2d,hd,FALSE,TRUE,rectangular
N39uwTykTQk,PT10M7S,2d,hd,TRUE,TRUE,rectangular
ZqHjwablcVQ,PT6M46S,2d,hd,TRUE,TRUE,rectangular
QD2soPmU1UU,PT20M1S,2d,hd,FALSE,TRUE,rectangular
7O0i-Bw3xEA,PT45M2S,2d,hd,FALSE,TRUE,rectangular
zTLzp2x4DZ4,PT46M10S,2d,hd,TRUE,TRUE,rectangular
m-lKcohRNR8,PT2M27S,2d,hd,FALSE,TRUE,rectangular
YynKelHGhNc,PT5M30S,2d,hd,FALSE,TRUE,rectangular
u_Wkf6DMyE0,PT6M38S,2d,hd,FALSE,TRUE,rectangular
4OUb0EIqPeQ,PT12M56S,2d,hd,FALSE,TRUE,rectangular
LfZur-aNmo8,PT1M26S,2d,hd,FALSE,FALSE,rectangular
VXzg4pezcvs,PT3H27M5S,2d,hd,FALSE,FALSE,rectangular
7P56QEcFUuE,PT8M31S,2d,hd,FALSE,TRUE,rectangular
SFKGk_ePmfI,PT7M50S,2d,hd,TRUE,TRUE,rectangular
zUzBfBqbSmc,PT3M22S,2d,hd,FALSE,TRUE,rectangular
gACgQnmVneo,PT10M14S,2d,hd,TRUE,TRUE,rectangular
fwbZW5bfAKc,PT29M2S,2d,hd,FALSE,TRUE,rectangular
ukP9kXIPpx8,PT8M3S,2d,hd,FALSE,TRUE,rectangular
1AxIRcyVhPY,PT23M11S,2d,hd,FALSE,TRUE,rectangular
1QBuDmtJaAA,PT5M37S,2d,hd,FALSE,TRUE,rectangular
PhbI79irrxg,PT12M2S,2d,hd,FALSE,TRUE,rectangular
99jtyWOx0jQ,PT4M43S,2d,hd,FALSE,FALSE,rectangular
i-j7xctfVUQ,PT2M43S,2d,hd,FALSE,TRUE,rectangular
DxjfyBEIl7Q,PT7M58S,2d,hd,FALSE,TRUE,rectangular
UMJQlbTzJss,PT40M18S,2d,hd,TRUE,TRUE,rectangular
4ge1Ec526ko,PT10M36S,2d,hd,FALSE,TRUE,rectangular
YJTu_jrzSQs,PT14M59S,2d,hd,FALSE,TRUE,rectangular
doAq2FutWYA,PT3M56S,2d,hd,FALSE,FALSE,rectangular
a--Xc12aBIo,PT6M28S,2d,hd,FALSE,FALSE,rectangular
Fq-XD6Pb9HQ,PT24M45S,2d,hd,TRUE,TRUE,rectangular
#NAME?,PT14M44S,2d,hd,FALSE,TRUE,rectangular
EIj8B5egJTs,PT5M33S,2d,hd,TRUE,TRUE,rectangular
WEtWwZIGHo0,PT11M8S,2d,hd,TRUE,TRUE,rectangular
eeBMQpzoEXQ,PT2M35S,2d,hd,TRUE,TRUE,rectangular
2ljW_jKNmL0,PT10M59S,2d,hd,FALSE,TRUE,rectangular
ECN_YxBk-o0,PT1H19M32S,2d,hd,FALSE,TRUE,rectangular
e30ZgPwFyCI,PT3M29S,2d,hd,TRUE,FALSE,rectangular
HD2rMd49yG8,PT54S,2d,hd,FALSE,TRUE,rectangular
Uak_iZbX340,PT13M28S,2d,hd,FALSE,TRUE,rectangular
EDy1vR0n204,PT6M34S,2d,hd,TRUE,FALSE,rectangular
jFXm5VBBmgg,PT6M15S,2d,hd,FALSE,TRUE,rectangular
3tXhfPLtE6o,PT3M24S,2d,hd,FALSE,FALSE,rectangular
DvsHTURQ6uQ,PT5M,2d,hd,FALSE,TRUE,rectangular
#NAME?,PT10M16S,2d,hd,TRUE,TRUE,rectangular
dg8uyx-TK9M,PT3M2S,2d,hd,TRUE,FALSE,rectangular
IG8eBVDFyZk,PT28M31S,2d,hd,FALSE,TRUE,rectangular
O6epKIw7W5M,PT3M46S,2d,hd,TRUE,TRUE,rectangular
WpyTbalYZtk,PT13M55S,2d,hd,FALSE,TRUE,rectangular
UZ_MRpYnvHU,PT1M33S,2d,hd,FALSE,TRUE,rectangular
nnLtBUPxIx8,PT36M36S,2d,hd,FALSE,TRUE,rectangular
8rk-kNEvpY8,PT10M34S,2d,hd,FALSE,TRUE,rectangular
CsS6FgU2-RU,PT1M19S,2d,hd,FALSE,TRUE,rectangular
HErRdqK0-9Q,PT8M36S,2d,hd,FALSE,TRUE,rectangular
BqDiWhlwrZ4,PT24M17S,2d,hd,FALSE,TRUE,rectangular
uHYlrwKfD4o,PT16M10S,2d,hd,FALSE,TRUE,rectangular
_yE06T_ZrDU,PT18M51S,2d,hd,FALSE,TRUE,rectangular
uKKzAREUixI,PT36M39S,2d,hd,FALSE,TRUE,rectangular
E4vGp7DV2QM,PT10M25S,2d,hd,FALSE,TRUE,rectangular
dQDf0E9oRbA,PT39M26S,2d,hd,FALSE,TRUE,rectangular
RIqCVUnbQgc,PT10M15S,2d,hd,TRUE,TRUE,rectangular
aHxzG-VdO_A,PT41M11S,2d,hd,FALSE,TRUE,rectangular
x_WfEo8FJMo,PT20M42S,2d,hd,FALSE,TRUE,rectangular
MS79zdRbWkc,PT11M31S,2d,hd,TRUE,TRUE,rectangular
BoJLGHaP5NU,PT14M58S,2d,hd,FALSE,TRUE,rectangular
f8x2vAHIS3I,PT12M3S,2d,hd,FALSE,TRUE,rectangular
nrPdlsSpG9g,PT53S,2d,hd,FALSE,TRUE,rectangular
x5wvr5wlJdI,PT9M3S,2d,hd,TRUE,FALSE,rectangular
qoj9l0CCp6c,PT14M8S,2d,hd,FALSE,TRUE,rectangular
3n6rpy9a7YA,PT8M57S,2d,hd,FALSE,TRUE,rectangular
Z4PIFD-g__Y,PT14M35S,2d,hd,FALSE,TRUE,rectangular
K8SeMivyqRk,PT1H30M20S,2d,hd,FALSE,TRUE,rectangular
XmzCr3Pehtw,PT6M24S,2d,hd,TRUE,TRUE,rectangular
k6rB-Z_nxws,PT3M38S,2d,hd,FALSE,TRUE,rectangular
LfeEu4_vtfQ,PT19M37S,2d,hd,TRUE,TRUE,rectangular
Cj_4DupKfuk,PT6M29S,2d,hd,FALSE,TRUE,rectangular
rUeOj5FWC-k,PT3M24S,2d,hd,FALSE,FALSE,rectangular
97Gh93Daio0,PT10M34S,2d,hd,FALSE,FALSE,rectangular
hAvItbuj8es,PT12M49S,2d,hd,FALSE,TRUE,rectangular
d8O6SoPOkAk,PT2M48S,2d,hd,TRUE,TRUE,rectangular
hFAFxv363pY,PT11M33S,2d,hd,FALSE,TRUE,rectangular
mBAD8tWML7I,PT1H27M3S,2d,hd,TRUE,TRUE,rectangular
jEyNlERWQts,PT4M2S,2d,hd,TRUE,TRUE,rectangular
oR9gIJjMyis,PT14M12S,2d,hd,FALSE,TRUE,rectangular
92a7C3KWcAE,PT14M6S,2d,hd,FALSE,TRUE,rectangular
9aPS1OHwp1g,PT13M48S,2d,hd,TRUE,TRUE,rectangular
RxM55DNS9CE,PT6M9S,2d,hd,TRUE,TRUE,rectangular
f_akFYKDA64,PT3M34S,2d,hd,FALSE,TRUE,rectangular
LARd4ygdaII,PT7M54S,2d,hd,FALSE,TRUE,rectangular
0T3dQt-VJhs,PT1M58S,2d,hd,FALSE,TRUE,rectangular
ImtFgGq_n24,PT10M37S,2d,hd,TRUE,TRUE,rectangular
Vx85Bx5tpVw,PT2H49M33S,2d,hd,FALSE,TRUE,rectangular
1ZXWwIjQnHs,PT10M12S,2d,hd,TRUE,TRUE,rectangular
jsXtGKbwRI8,PT30S,2d,hd,FALSE,TRUE,rectangular
0AGMg91t4sE,PT5M37S,2d,hd,FALSE,TRUE,rectangular
kctZ827Ic4M,PT28M12S,2d,hd,FALSE,TRUE,rectangular
L0p8DD0c4K0,PT3M37S,2d,hd,TRUE,TRUE,rectangular
KLSkvMzj0Ak,PT6M41S,2d,hd,TRUE,TRUE,rectangular
8OHLAZwegM0,PT58S,2d,hd,FALSE,TRUE,rectangular
TuTDc9d_9yI,PT3M11S,2d,hd,FALSE,TRUE,rectangular
TS71fTCL8zw,PT3M27S,2d,hd,FALSE,FALSE,rectangular
#NAME?,PT15M20S,2d,hd,FALSE,TRUE,rectangular
6Wi2d8ziX9M,PT14M36S,2d,hd,FALSE,TRUE,rectangular
c0tp8VUAy5Y,PT37M44S,2d,hd,FALSE,TRUE,rectangular
gsRCzJ2CxbE,PT15M27S,2d,hd,TRUE,TRUE,rectangular
_FyNKmnsiuM,PT4M11S,2d,hd,FALSE,FALSE,rectangular
eYZ1Jh2gVUg,PT20M52S,2d,hd,FALSE,TRUE,rectangular
ho0WBKPJtfc,PT4M8S,2d,hd,TRUE,TRUE,rectangular
GwjqBXEb4q8,PT9M12S,2d,hd,TRUE,TRUE,rectangular
ZTU0ccxkk1k,PT46M7S,2d,hd,TRUE,TRUE,rectangular
UxDxZH_YaO4,PT4M35S,2d,hd,FALSE,TRUE,rectangular
dx3LwmYTols,PT21M20S,2d,hd,FALSE,TRUE,rectangular
1R5Dy3jdWtY,PT14M16S,2d,hd,TRUE,TRUE,rectangular
vFWlCsjWFMw,PT42S,2d,hd,TRUE,TRUE,rectangular
4oQ3LzDv52k,PT22M17S,2d,hd,FALSE,TRUE,rectangular
V4UINpzERRg,PT2M22S,2d,hd,FALSE,TRUE,rectangular
3VOMCocaluM,PT30M50S,2d,hd,FALSE,TRUE,rectangular
SUn9OsW0bEY,PT6M1S,2d,hd,TRUE,FALSE,rectangular
7JEKD4xkn6k,PT7M23S,2d,hd,TRUE,TRUE,rectangular
TD9O3vPUqBg,PT2M36S,2d,hd,FALSE,TRUE,rectangular
4F-v_qBt750,PT11M22S,2d,hd,FALSE,TRUE,rectangular
xNp5yIGHD2g,PT10M39S,2d,hd,FALSE,TRUE,rectangular
M5yjvvYaEmg,PT34M31S,2d,hd,FALSE,TRUE,rectangular
MjTwPF-C2OY,PT46M6S,2d,hd,FALSE,TRUE,rectangular
416rBQ0nVN8,PT10M6S,2d,hd,FALSE,TRUE,rectangular
gNxhHEtAoAg,PT10M36S,2d,hd,FALSE,TRUE,rectangular
M0oZG60WD9Y,PT18M48S,2d,hd,TRUE,TRUE,rectangular
uh-7_jGpWQc,PT8M19S,2d,hd,FALSE,FALSE,rectangular
D_6QmL6rExk,PT6M22S,2d,hd,TRUE,TRUE,rectangular
LmR7XAQSqsg,PT5M11S,2d,hd,FALSE,TRUE,rectangular
c1tA_arLVUM,PT9M59S,2d,hd,TRUE,TRUE,rectangular
Rykd2FE0PdI,PT11M32S,2d,hd,TRUE,TRUE,rectangular
fovXM_4MYGo,PT1H14M29S,2d,sd,FALSE,FALSE,rectangular
gNXTu6T20n8,PT4M40S,2d,hd,FALSE,TRUE,rectangular
7X3y5SrApCs,PT56M,2d,hd,FALSE,TRUE,rectangular
mmBemKF-jYo,PT27M57S,2d,hd,FALSE,TRUE,rectangular
8TodZkFfWSY,PT13M35S,2d,hd,FALSE,TRUE,rectangular
zliXBtCQDow,PT10M11S,2d,hd,TRUE,TRUE,rectangular
3p-lyt78cyA,PT7M34S,2d,hd,TRUE,TRUE,rectangular
NIPelv36ZcQ,PT6M57S,2d,hd,FALSE,TRUE,rectangular
LHjji5bSkBQ,PT10M16S,2d,hd,TRUE,TRUE,rectangular
PNP3h2hmni4,PT7M10S,2d,hd,FALSE,TRUE,rectangular
RR_LXMtOvX0,PT12M33S,2d,hd,TRUE,FALSE,rectangular
dgwe6VnPPVw,PT11M51S,2d,hd,FALSE,TRUE,rectangular
xAXPHU6vkc0,PT3M32S,2d,hd,TRUE,TRUE,rectangular
FQ35AT0Cm-s,PT37M4S,2d,hd,FALSE,TRUE,rectangular
mE2y2vr22oI,PT6M1S,2d,hd,FALSE,TRUE,rectangular
YjXSuN-jP18,PT12M47S,2d,hd,FALSE,TRUE,rectangular
subMUpOO8L8,PT11M46S,2d,hd,FALSE,TRUE,rectangular
l3JhTmtR7DY,PT1H15M50S,2d,hd,FALSE,TRUE,rectangular
iQEVguV71sI,PT3M41S,2d,hd,FALSE,TRUE,rectangular
mLs4QQCnvIE,PT6M8S,2d,hd,TRUE,TRUE,rectangular
#NAME?,PT20M41S,2d,hd,TRUE,TRUE,rectangular
KM5Kr_3di_w,PT22M17S,2d,hd,FALSE,TRUE,rectangular
v3stTxaMPME,PT11M12S,2d,hd,FALSE,TRUE,rectangular
fwmZZZwE_iY,PT1M18S,2d,hd,FALSE,TRUE,rectangular
dROvhepEATs,PT17M34S,2d,hd,FALSE,TRUE,rectangular
5gJejGrdr_w,PT5M15S,2d,hd,TRUE,TRUE,rectangular
5nv0cS5CqyY,PT3M52S,2d,hd,FALSE,TRUE,rectangular
Xk-ZEV1XA2E,PT3M8S,2d,hd,TRUE,TRUE,rectangular
e3hZS29qwBg,PT18M34S,2d,hd,TRUE,TRUE,rectangular
t2Hinuyq_KQ,PT38M2S,2d,hd,FALSE,TRUE,rectangular
1rSUygF11n8,PT3M47S,2d,hd,FALSE,TRUE,rectangular
