chunk_vid_id,chunk_vid_duration,chunk_vid_dimention,chunk_vid_definition,chunk_vid_caption,chunk_vid_licensedContent,chunk_vid_projection
5bhefS70tgs,PT6M37S,2d,hd,TRUE,TRUE,rectangular
6xUPaVfmcUs,PT8M22S,2d,hd,FALSE,TRUE,rectangular
yWShcoOIq7U,PT7M47S,2d,hd,TRUE,TRUE,rectangular
NV-3s2wwC8c,PT3M14S,2d,hd,FALSE,FALSE,rectangular
IPgdIHV_zMo,PT2M32S,2d,hd,FALSE,TRUE,rectangular
bTOsU0ioW4s,PT8M42S,2d,hd,TRUE,TRUE,rectangular
5QhYCF6Uw6Q,PT41S,2d,hd,TRUE,FALSE,rectangular
M6dc0fnNkfQ,PT10M2S,2d,hd,TRUE,TRUE,rectangular
phe-qhVc1Uc,PT3M31S,2d,hd,TRUE,TRUE,rectangular
ykWm_2kZuhU,PT2M48S,2d,hd,TRUE,TRUE,rectangular
YS2y_12IWlA,PT12M58S,2d,hd,TRUE,TRUE,rectangular
5hQ1muZG62o,PT10M17S,2d,hd,TRUE,TRUE,rectangular
AcoX4j4sknk,PT10M21S,2d,hd,FALSE,TRUE,rectangular
Mi2itO08qK8,PT8M36S,2d,hd,TRUE,TRUE,rectangular
dYjxc5EaIJc,PT4M10S,2d,hd,FALSE,TRUE,rectangular
cYwdp7rRUF8,PT10M38S,2d,hd,TRUE,TRUE,rectangular
3d062S8ILQ8,PT12M39S,2d,hd,FALSE,TRUE,rectangular
Ze_qaAOgPls,PT2M13S,2d,hd,TRUE,TRUE,rectangular
cWGWYAhLuAQ,PT6M19S,2d,hd,FALSE,TRUE,rectangular
C-DfipidnOE,PT7M44S,2d,hd,FALSE,TRUE,rectangular
fJe0cmOvM94,PT13M22S,2d,hd,TRUE,TRUE,rectangular
55bYFcze3eU,PT4M32S,2d,hd,FALSE,TRUE,rectangular
FI3zMdqq4vE,PT4M17S,2d,hd,FALSE,TRUE,rectangular
JahWQ64GaYY,PT1M22S,2d,hd,TRUE,TRUE,rectangular
uLoF9hlHmRI,PT2M51S,2d,hd,FALSE,TRUE,rectangular
NRtOsA7e38Q,PT53M13S,2d,hd,FALSE,TRUE,rectangular
B840wabv8wk,PT7M13S,2d,hd,FALSE,TRUE,rectangular
PiHgR1Xzw7M,PT11M8S,2d,hd,FALSE,TRUE,rectangular
hdQZhRTotjA,PT11M6S,2d,hd,FALSE,TRUE,rectangular
WskfvEBmW6I,PT17M51S,2d,hd,TRUE,TRUE,rectangular
SXMhL_UoVWw,PT2M56S,2d,hd,FALSE,TRUE,rectangular
SPD1v_8RQUY,PT7M32S,2d,hd,TRUE,TRUE,rectangular
4bvu4_L-xmM,PT1M40S,2d,hd,FALSE,TRUE,rectangular
bLfZPub0AlI,PT7M47S,2d,hd,FALSE,TRUE,rectangular
ablUIYTofCQ,PT7M46S,2d,hd,FALSE,TRUE,rectangular
KwawVnXenNs,PT46M55S,2d,hd,TRUE,TRUE,rectangular
6yEewqyHnqo,PT11M45S,2d,hd,TRUE,TRUE,rectangular
2fFMeWn0a8o,PT22M29S,2d,hd,FALSE,TRUE,rectangular
wjOK-U2GhIs,PT11M43S,2d,hd,FALSE,TRUE,rectangular
byGpZWKI3DQ,PT13M24S,2d,hd,FALSE,TRUE,rectangular
Eekpz-bMYCI,PT47M5S,2d,hd,FALSE,TRUE,rectangular
XvUHcsZOhJ8,PT4M30S,2d,hd,TRUE,TRUE,rectangular
16FUcwI88GA,PT5M13S,2d,hd,TRUE,TRUE,rectangular
fIRD5NbtfIU,PT14M52S,2d,hd,TRUE,TRUE,rectangular
blTglME9rvQ,PT9M6S,2d,hd,FALSE,TRUE,rectangular
6FmtiDbg4xY,PT14M14S,2d,hd,TRUE,TRUE,rectangular
lsoywZf3HAQ,PT28M29S,2d,hd,FALSE,FALSE,rectangular
CcQT9TYEpjE,PT24M44S,2d,hd,TRUE,TRUE,rectangular
oPIk6_u3TI0,PT14M51S,2d,hd,TRUE,TRUE,rectangular
RS_0sVza0nY,PT1M28S,2d,hd,FALSE,FALSE,rectangular
w0NxaTGx5Xs,PT12M5S,2d,hd,FALSE,TRUE,rectangular
SouT8-y4cMo,PT1H3M13S,2d,hd,FALSE,TRUE,rectangular
4WyiJV5rIts,PT4M15S,2d,hd,TRUE,TRUE,rectangular
0WUSUUM3eck,PT14M47S,2d,hd,FALSE,TRUE,rectangular
prIDo-4C1H8,PT12S,2d,hd,FALSE,TRUE,rectangular
yccK1fHpeZY,PT6M7S,2d,hd,FALSE,TRUE,rectangular
PWWcT7MY3AY,PT10M31S,2d,hd,TRUE,TRUE,rectangular
7kLO2AB5SPM,PT5M1S,2d,hd,FALSE,TRUE,rectangular
P3RYvmEmPo4,PT18M16S,2d,hd,TRUE,TRUE,rectangular
eDkL8G2ZZQI,PT53S,2d,hd,FALSE,TRUE,rectangular
DaAp7p3ZkIs,PT1H39M36S,2d,hd,TRUE,TRUE,rectangular
k7kn2ZRyff0,PT4M19S,2d,hd,TRUE,TRUE,rectangular
5CuAwgdYnOA,PT4M40S,2d,hd,TRUE,TRUE,rectangular
0dLVivLINqw,PT11M25S,2d,hd,TRUE,TRUE,rectangular
PWLSAbf1cA4,PT12M5S,2d,hd,FALSE,TRUE,rectangular
tDq_gvjSqng,PT52S,2d,hd,FALSE,TRUE,rectangular
x5O6lhLmUp0,PT9M11S,2d,hd,FALSE,TRUE,rectangular
9c2kibBIqKI,PT2M27S,2d,hd,FALSE,TRUE,rectangular
26GaanEOJ1I,PT5M56S,2d,hd,TRUE,TRUE,rectangular
e7IfDcE1iRg,PT2M24S,2d,hd,FALSE,TRUE,rectangular
2Pa9P4jSrxY,PT3M25S,2d,hd,FALSE,TRUE,rectangular
AT3-vZJMLwI,PT1M13S,2d,hd,TRUE,TRUE,rectangular
CRiBnM9l4N4,PT22M10S,2d,hd,FALSE,TRUE,rectangular
gvyvh7tmxHY,PT8M9S,2d,hd,TRUE,TRUE,rectangular
R85_tG5GjBc,PT4M9S,2d,hd,TRUE,TRUE,rectangular
gylpscmLHH0,PT16M16S,2d,hd,FALSE,TRUE,rectangular
#NAME?,PT9M45S,2d,hd,TRUE,TRUE,rectangular
h5LZ14RgSY8,PT17M39S,2d,hd,FALSE,TRUE,rectangular
mNYkYuqXXpI,PT10M,2d,hd,FALSE,FALSE,rectangular
c43kHHRXkF0,PT9M13S,2d,hd,TRUE,TRUE,rectangular
Uetr8cvF7VY,PT9M37S,2d,hd,FALSE,FALSE,rectangular
IPJruJbmjD8,PT45M8S,2d,hd,TRUE,TRUE,rectangular
thOm3ERcDa0,PT14M52S,2d,hd,FALSE,TRUE,rectangular
BF4SFJOMpi0,PT20M42S,2d,hd,FALSE,TRUE,rectangular
3Mg1qrgdjXg,PT46M55S,2d,hd,FALSE,TRUE,rectangular
RQz9aPrInE8,PT7M10S,2d,hd,TRUE,TRUE,rectangular
oVMCWefRHrw,PT7M11S,2d,hd,TRUE,TRUE,rectangular
9sIltKnbmwI,PT32M5S,2d,hd,FALSE,TRUE,rectangular
xpv_b0rjUgQ,PT9M17S,2d,hd,FALSE,FALSE,rectangular
JWkqcq3eALM,PT6M12S,2d,hd,TRUE,TRUE,rectangular
XJLnz5pDXdo,PT1M34S,2d,hd,TRUE,TRUE,rectangular
cwLZLXOe04A,PT9M50S,2d,hd,FALSE,TRUE,rectangular
B7meAh0Rm1M,PT11M8S,2d,hd,FALSE,TRUE,rectangular
yCmyZcBnC2M,PT35S,2d,hd,FALSE,TRUE,rectangular
H_NNvs2bEeg,PT1H10M10S,2d,hd,FALSE,TRUE,rectangular
xfFVuXN0FSI,PT6M51S,2d,hd,TRUE,TRUE,rectangular
6ztB3fg9knE,PT8M23S,2d,hd,FALSE,TRUE,rectangular
4BjTHvJZ8IQ,PT29S,2d,hd,TRUE,TRUE,rectangular
h3aGMCgtT3s,PT11M4S,2d,hd,FALSE,TRUE,rectangular
2hkhKftPcIY,PT1M3S,2d,hd,FALSE,TRUE,rectangular
ucSVU0J8Eps,PT18M35S,2d,hd,FALSE,TRUE,rectangular
pyK2Ot7nE0I,PT9M2S,2d,hd,FALSE,FALSE,rectangular
_Pi2HpQ9pLQ,PT12M53S,2d,hd,FALSE,TRUE,rectangular
AsPm5e5Yidc,PT6M16S,2d,hd,FALSE,TRUE,rectangular
#NAME?,PT4M9S,2d,hd,FALSE,TRUE,rectangular
CY8E6N5Nzec,PT3M26S,2d,hd,TRUE,FALSE,rectangular
#NAME?,PT21M,2d,hd,FALSE,TRUE,rectangular
v1d7UvKWh6M,PT6M7S,2d,hd,TRUE,TRUE,rectangular
b1BAq8T9kqY,PT17M19S,2d,hd,FALSE,TRUE,rectangular
HutuyKMH3Zs,PT22M1S,2d,hd,FALSE,TRUE,rectangular
Mpq8AmjGYpI,PT2M13S,2d,hd,FALSE,TRUE,rectangular
cMrvTmwKehY,PT7M58S,2d,hd,FALSE,TRUE,rectangular
BqfT9dkrN0s,PT1M41S,2d,hd,TRUE,TRUE,rectangular
vHZgnlZho50,PT3M56S,2d,hd,FALSE,TRUE,rectangular
bYHfxbzhZy4,PT5M38S,2d,hd,FALSE,TRUE,rectangular
#NAME?,PT6M30S,2d,hd,FALSE,TRUE,rectangular
vuw2voslDbE,PT5M18S,2d,hd,FALSE,TRUE,rectangular
ylcSnEtFAg0,PT4M3S,2d,hd,FALSE,TRUE,rectangular
s86TCspCCmw,PT11M20S,2d,hd,FALSE,TRUE,rectangular
QRd2oYUMs5M,PT6M3S,2d,hd,TRUE,TRUE,rectangular
Kcr8ukhV2ug,PT12M42S,2d,hd,FALSE,TRUE,rectangular
o3T_o4WM-n8,PT4M1S,2d,hd,TRUE,TRUE,rectangular
BGRM-KYanuQ,PT3M19S,2d,hd,FALSE,TRUE,rectangular
y1h7C3ALV4c,PT22M20S,2d,hd,FALSE,TRUE,rectangular
FNKm3GV1r_k,PT4M21S,2d,hd,TRUE,FALSE,rectangular
yBHDI3y1GGY,PT7M35S,2d,hd,FALSE,TRUE,rectangular
8IVDF3eF2Lg,PT1M39S,2d,hd,FALSE,TRUE,rectangular
HeLyHoJO-mI,PT2M51S,2d,hd,FALSE,TRUE,rectangular
VA7Y_Psp5l4,PT5M2S,2d,hd,FALSE,FALSE,rectangular
2qx4yxZgtJA,PT55M18S,2d,hd,TRUE,FALSE,rectangular
mddRihBrWOk,PT5M1S,2d,hd,TRUE,TRUE,rectangular
aW0fzD_2SgM,PT2M49S,2d,hd,TRUE,TRUE,rectangular
BNOC9r_dZv4,PT4M11S,2d,hd,FALSE,TRUE,rectangular
vb9zbSGZ8GQ,PT1M36S,2d,hd,FALSE,TRUE,rectangular
lx3kE0c0bgU,PT1M9S,2d,hd,FALSE,TRUE,rectangular
eTZma84oOCU,PT20M49S,2d,hd,FALSE,TRUE,rectangular
InGCOKjFJdo,PT34M19S,2d,hd,TRUE,TRUE,rectangular
wRHz7bGpOvc,PT15M27S,2d,hd,FALSE,TRUE,rectangular
kuGF_n-9W1g,PT8M25S,2d,hd,TRUE,TRUE,rectangular
dlB_vWGdLlA,PT10M15S,2d,hd,TRUE,TRUE,rectangular
i31kP_hMGDc,PT13M49S,2d,hd,FALSE,TRUE,rectangular
xBdQVDXh0Rw,PT1M48S,2d,hd,TRUE,TRUE,rectangular
PLcm4U2E4yM,PT6M57S,2d,hd,TRUE,TRUE,rectangular
iGCdvqVbIa0,PT1M1S,2d,hd,FALSE,TRUE,rectangular
HqjKn0iC6l8,PT8M38S,2d,hd,FALSE,TRUE,rectangular
0uX_7-8TcQA,PT8M13S,2d,hd,FALSE,TRUE,rectangular
7fKNp-oc5dM,PT39M10S,2d,hd,FALSE,FALSE,rectangular
v6xUgawDQB0,PT13M45S,2d,hd,FALSE,TRUE,rectangular
67zapJrmyWI,PT4M48S,2d,hd,TRUE,FALSE,rectangular
5QOS8rzVlDI,PT2M1S,2d,hd,FALSE,TRUE,rectangular
s3iZaBaKbmY,PT15M53S,2d,hd,FALSE,TRUE,rectangular
jhQI4w1eV80,PT7M56S,2d,hd,FALSE,TRUE,rectangular
8oAxDgVJFAg,PT1H1M53S,2d,hd,FALSE,TRUE,rectangular
aAnF4RE7UHQ,PT2H28M4S,2d,hd,FALSE,TRUE,rectangular
EQlzGsBYKig,PT1M43S,2d,hd,FALSE,TRUE,rectangular
Pez3-8fFmqY,PT1M12S,2d,hd,FALSE,TRUE,rectangular
b1z86mDKwwU,PT1M52S,2d,hd,FALSE,TRUE,rectangular
5djebinYvAE,PT16M2S,2d,hd,TRUE,TRUE,rectangular
lGEY8IulWiA,PT33S,2d,hd,TRUE,TRUE,rectangular
QdwxKdYG1qI,PT10M54S,2d,hd,TRUE,TRUE,rectangular
Zc2vEr-618g,PT2M11S,2d,hd,FALSE,FALSE,rectangular
MxJJ2LBI604,PT3M8S,2d,hd,TRUE,TRUE,rectangular
WlveebuxoN8,PT19M23S,2d,hd,TRUE,TRUE,rectangular
4vQOD_FiCBM,PT5M8S,2d,hd,TRUE,TRUE,rectangular
gmiKTOlOmtc,PT51S,2d,hd,FALSE,TRUE,rectangular
623AC6a6org,PT1M38S,2d,hd,FALSE,TRUE,rectangular
TQNWVRl2dpI,PT12M12S,2d,sd,FALSE,TRUE,rectangular
zca_m8pNMxk,PT14M50S,2d,hd,FALSE,TRUE,rectangular
cwBcZFDZDV0,PT44M29S,2d,hd,TRUE,TRUE,rectangular
rbMLKw6fU1I,PT7M58S,2d,hd,FALSE,TRUE,rectangular
2YnVLR2OnSc,PT14M7S,2d,hd,FALSE,TRUE,rectangular
-9gMPpMRODE,PT12M33S,2d,hd,FALSE,TRUE,rectangular
V0twCKDP3C8,PT46M18S,2d,hd,TRUE,TRUE,rectangular
C7lMZ4NVAO8,PT1H18M11S,2d,hd,FALSE,TRUE,rectangular
af6L1jBZGYA,PT2M54S,2d,hd,TRUE,TRUE,rectangular
A1poQzpOf94,PT3M54S,2d,hd,TRUE,TRUE,rectangular
G6zvWa5RkZI,PT30M43S,2d,hd,FALSE,TRUE,rectangular
zFqmhT4Cr7c,PT7M33S,2d,hd,TRUE,TRUE,rectangular
7BlT28Tl_VI,PT6M1S,2d,hd,TRUE,TRUE,rectangular
j1eKhRDC27w,PT2H2M18S,2d,hd,FALSE,TRUE,rectangular
XT-oNdvs2Xg,PT4M54S,2d,hd,TRUE,TRUE,rectangular
_Jf3yhlpRL8,PT8M28S,2d,hd,FALSE,TRUE,rectangular
ekS0ZUyhNlo,PT16M32S,2d,hd,FALSE,TRUE,rectangular
Q0ITVHiQYEw,PT4M24S,2d,hd,FALSE,TRUE,rectangular
5k8ioiTCzxs,PT11M,2d,hd,FALSE,TRUE,rectangular
ZhqZCMdvKyg,PT4M2S,2d,hd,FALSE,TRUE,rectangular
J9gJqVLT0yg,PT10M6S,2d,hd,FALSE,TRUE,rectangular
nwyhtVf5RKs,PT21M2S,2d,hd,FALSE,TRUE,rectangular
YkGAg9WmYBs,PT7M4S,2d,hd,TRUE,TRUE,rectangular
tDy7hFbtGqU,PT7M57S,2d,hd,TRUE,TRUE,rectangular
uSSrmLDylAY,PT2M10S,2d,hd,FALSE,TRUE,rectangular
vFANgWN2Ul0,PT18M10S,2d,hd,TRUE,TRUE,rectangular
bV-80In0lt4,PT5M42S,2d,hd,FALSE,TRUE,rectangular
S5Q-s-C-q6I,PT2H4M55S,2d,hd,FALSE,TRUE,rectangular
LRfveNMtcB8,PT20M9S,2d,hd,FALSE,TRUE,rectangular
YcFulAYOU1w,PT1H25M19S,2d,hd,FALSE,TRUE,rectangular
VLxl1UeuwHY,PT20M22S,2d,hd,TRUE,TRUE,rectangular
w5kU3b7ZcDs,PT21M31S,2d,hd,FALSE,TRUE,rectangular
k9Kvgqfj2_E,PT2M16S,2d,hd,FALSE,TRUE,rectangular
GG75GWI0bWQ,PT10M5S,2d,hd,FALSE,TRUE,rectangular
oWnVJSElI-8,PT8M29S,2d,hd,FALSE,TRUE,rectangular
8GWI--fsj_o,PT17M53S,2d,hd,FALSE,TRUE,rectangular
CQbKctnnA-Y,PT10M41S,2d,hd,TRUE,TRUE,rectangular
kFGFePZZJ_s,PT8M25S,2d,hd,FALSE,TRUE,rectangular
TsxEhxXpLXc,PT24M55S,2d,hd,FALSE,TRUE,rectangular
wgAT4SJdn2M,PT10M36S,2d,hd,FALSE,TRUE,rectangular
B7AjF4of300,PT8M46S,2d,hd,FALSE,TRUE,rectangular
gPpYQFtyO98,PT13M53S,2d,hd,FALSE,TRUE,rectangular
BNScuIJmeck,PT2H12M11S,2d,hd,FALSE,FALSE,rectangular
zI6r4gbcAh0,PT6M6S,2d,hd,TRUE,TRUE,rectangular
d4RDWZj2CWY,PT11M32S,2d,hd,FALSE,TRUE,rectangular
Qp7QJpLhOs4,PT6M33S,2d,hd,TRUE,TRUE,rectangular
DDepE8QfGro,PT11M41S,2d,hd,FALSE,TRUE,rectangular
orGS2eBpfIo,PT13M57S,2d,hd,FALSE,TRUE,rectangular
94RCYM2ZPew,PT6M22S,2d,hd,FALSE,TRUE,rectangular
PPR_o-h1JVE,PT42M58S,2d,hd,FALSE,FALSE,rectangular
GWRwuilpbGw,PT5M46S,2d,hd,TRUE,TRUE,rectangular
i9TPm-YSfGE,PT19M39S,2d,hd,FALSE,TRUE,rectangular
dkH-Nu23KEo,PT25M53S,2d,hd,FALSE,TRUE,rectangular
9aZ4PXuZnZs,PT7M54S,2d,hd,FALSE,TRUE,rectangular
9bZVTxokbrg,PT9M5S,2d,hd,FALSE,TRUE,rectangular
0a_gFoE2a_0,PT7M23S,2d,hd,FALSE,TRUE,rectangular
fi483E-A8P4,PT8M13S,2d,hd,TRUE,TRUE,rectangular
fBNknE5o6I0,PT52M36S,2d,hd,FALSE,FALSE,rectangular
due8Cq9ehAg,PT12M3S,2d,hd,FALSE,TRUE,rectangular
ihm8LmK9tYI,PT4M26S,2d,hd,FALSE,TRUE,rectangular
eyCgK-wmif8,PT5M27S,2d,hd,FALSE,TRUE,rectangular
h7D_mh8fxj0,PT6M6S,2d,hd,TRUE,TRUE,rectangular
DDooatmD11E,PT33M50S,2d,hd,FALSE,TRUE,rectangular
xckSAAsS3DY,PT2H15M49S,2d,hd,FALSE,TRUE,rectangular
ThmGQOwhyZQ,PT11H49M23S,2d,hd,FALSE,TRUE,rectangular
eSLHDjMzYSQ,PT12M42S,2d,hd,FALSE,FALSE,rectangular
cRIMXst9u9o,PT9M,2d,hd,TRUE,TRUE,rectangular
sdwg9SxSReg,PT4M18S,2d,hd,FALSE,TRUE,rectangular
aB2aJTe1218,PT13M30S,2d,hd,FALSE,FALSE,rectangular
840CH5ohU6c,PT25M51S,2d,hd,FALSE,TRUE,rectangular
mN2wV4ynyFA,PT29M57S,2d,hd,TRUE,TRUE,rectangular
uWcBLiFBAf8,PT34S,2d,hd,FALSE,FALSE,rectangular
izlMbQabRZA,PT8M46S,2d,hd,FALSE,TRUE,rectangular
c8Q8AyFjWZM,PT6M20S,2d,hd,TRUE,TRUE,rectangular
MTpGrsKEExU,PT9M44S,2d,hd,TRUE,FALSE,rectangular
Nsm8l89x2H4,PT12M16S,2d,hd,TRUE,TRUE,rectangular
zlzt1Efyzfg,PT45M48S,2d,hd,TRUE,TRUE,rectangular
0vHaRDwOSFc,PT5M34S,2d,hd,FALSE,TRUE,rectangular
g8p-n8CTs8E,PT13M14S,2d,hd,TRUE,TRUE,rectangular
5qqT6jX_L4E,PT22M32S,2d,hd,TRUE,TRUE,rectangular
8IH9AcB4aCA,PT9M6S,2d,hd,TRUE,TRUE,rectangular
ynJm_HQfyW4,PT6M59S,2d,hd,FALSE,TRUE,rectangular
xEZTDtbAbDI,PT1M10S,2d,hd,FALSE,FALSE,rectangular
5gP77hDOEno,PT1H19M3S,2d,hd,FALSE,TRUE,rectangular
DpRhki2IxVw,PT9M7S,2d,hd,TRUE,TRUE,rectangular
9TFlxXSM_ks,PT27M6S,2d,hd,TRUE,TRUE,rectangular
4gIJ7cCMDac,PT2M9S,2d,hd,FALSE,TRUE,rectangular
v3y7FE76H7c,PT33S,2d,hd,TRUE,TRUE,rectangular
eICFR8W3wp8,PT15S,2d,hd,FALSE,FALSE,rectangular
OFMtIz8p2fM,PT10M53S,2d,hd,TRUE,TRUE,rectangular
vGmJiY2Awek,PT21M2S,2d,hd,FALSE,TRUE,rectangular
MrCSmS7or34,PT3M43S,2d,hd,FALSE,TRUE,rectangular
zK6FSK98asc,PT10M29S,2d,hd,FALSE,FALSE,rectangular
#NAME?,PT2M32S,2d,hd,FALSE,FALSE,rectangular
Rfq4VVaYhVA,PT1H18M5S,2d,hd,FALSE,TRUE,rectangular
6N5V_7_n1uI,PT5M21S,2d,hd,TRUE,TRUE,rectangular
KJdyYAEUnjg,PT8M46S,2d,hd,FALSE,TRUE,rectangular
_7QuvSK-A5E,PT11M8S,2d,hd,FALSE,TRUE,rectangular
0ZwcukuKfmQ,PT4M12S,2d,sd,FALSE,TRUE,rectangular
xWYAug5lMDE,PT5M21S,2d,hd,TRUE,TRUE,rectangular
A9Ytvx37oAQ,PT2M58S,2d,hd,FALSE,TRUE,rectangular
sTAR5Dwan2c,PT10M50S,2d,hd,FALSE,TRUE,rectangular
t6IrZTW5EO8,PT1H3M52S,2d,hd,FALSE,TRUE,rectangular
w3WFJcC4XU0,PT9M21S,2d,hd,TRUE,TRUE,rectangular
VXQ1FD77egw,PT8M14S,2d,hd,FALSE,TRUE,rectangular
H_xjE7jSr0E,PT9M30S,2d,hd,FALSE,TRUE,rectangular
CwO_JI6Ar48,PT2M19S,2d,hd,FALSE,TRUE,rectangular
5VBL6k40v9I,PT2M48S,2d,hd,FALSE,FALSE,rectangular
1ZZVqUlHsd4,PT3M,2d,hd,FALSE,TRUE,rectangular
d7lm7_W2a5U,PT41M52S,2d,hd,FALSE,TRUE,rectangular
8Ci3Hcyghl4,PT8M41S,2d,hd,TRUE,TRUE,rectangular
tJtYqZaWFdU,PT8M5S,2d,hd,TRUE,TRUE,rectangular
LDVlaYYjf-w,PT25M1S,2d,hd,FALSE,TRUE,rectangular
T5O0CH50Cn8,PT6M31S,2d,hd,FALSE,FALSE,rectangular
nGB5TQUrM4Y,PT38M50S,2d,sd,FALSE,TRUE,rectangular
kJNk4TW7RAk,PT3M54S,2d,hd,FALSE,FALSE,rectangular
gSavHtPv8-I,PT6M37S,2d,hd,FALSE,TRUE,rectangular
P9_2cdAjkkA,PT12M16S,2d,hd,FALSE,TRUE,rectangular
5JaMqRu9ItQ,PT10M48S,2d,hd,FALSE,TRUE,rectangular
5rPHn0TJOJQ,PT20M25S,2d,hd,FALSE,TRUE,rectangular
1xvA4igq_x4,PT8M40S,2d,hd,FALSE,FALSE,rectangular
RDSZD-IGAbA,PT9M38S,2d,hd,TRUE,TRUE,rectangular
IqutUA3UOuw,PT34S,2d,hd,FALSE,FALSE,rectangular
LJftaVYahr4,PT1H21M53S,2d,hd,TRUE,TRUE,rectangular
C5nks615HTM,PT6M5S,2d,hd,TRUE,TRUE,rectangular
bwtopI5IaZ0,PT3M40S,2d,hd,FALSE,TRUE,rectangular
TPUssJ75Bek,PT21M42S,2d,hd,FALSE,TRUE,rectangular
Sj5U4IrhHv0,PT3M32S,2d,hd,TRUE,TRUE,rectangular
GYLBjScgb7o,PT5M30S,2d,hd,FALSE,FALSE,rectangular
Ia5coRPmH24,PT2M22S,2d,hd,FALSE,TRUE,rectangular
e_NwMtdyzmg,PT5M26S,2d,hd,FALSE,TRUE,rectangular
UFz3K9ByUqE,PT3M,2d,hd,FALSE,TRUE,rectangular
1K0QSVTw75s,PT1M16S,2d,hd,FALSE,TRUE,rectangular
VuZcrtyzuEE,PT23M,2d,hd,FALSE,TRUE,rectangular
BmPUKVAujW4,PT5M9S,2d,hd,TRUE,TRUE,rectangular
AVuJhvHbrk0,PT24M5S,2d,hd,TRUE,FALSE,rectangular
VKy0_hLjWx0,PT22M7S,2d,hd,FALSE,TRUE,rectangular
xe7MnIpKWEg,PT9M6S,2d,hd,FALSE,TRUE,rectangular
H2KxLein3Z4,PT4M59S,2d,hd,FALSE,TRUE,rectangular
4PP6nQo7CBo,PT1M5S,2d,hd,FALSE,TRUE,rectangular
LPRGaWy5a20,PT15M40S,2d,hd,FALSE,TRUE,rectangular
2xM0Peo7JNI,PT9M3S,2d,hd,FALSE,FALSE,rectangular
DoBRxk-sxJM,PT27M53S,2d,hd,FALSE,FALSE,rectangular
fOeoexw9toE,PT4M59S,2d,hd,TRUE,TRUE,rectangular
UR44mM2GbnE,PT5M50S,2d,hd,FALSE,TRUE,rectangular
i9ubQ5GPCFY,PT10M6S,2d,hd,FALSE,TRUE,rectangular
dPMqNCAxpMY,PT3M34S,2d,hd,FALSE,TRUE,rectangular
n2KpJV4jHUA,PT3M16S,2d,hd,FALSE,TRUE,rectangular
KYgBdd8QxUI,PT14S,2d,hd,FALSE,TRUE,rectangular
cyOrx2o8IC0,PT10M4S,2d,hd,TRUE,TRUE,rectangular
4V-yu1qYDnE,PT5M34S,2d,hd,FALSE,TRUE,rectangular
1CoyQuMav_Y,PT27M2S,2d,sd,FALSE,TRUE,rectangular
4LgU02-XH7I,PT8M26S,2d,hd,FALSE,TRUE,rectangular
E5bHRyKARzY,PT6M40S,2d,hd,FALSE,TRUE,rectangular
t3HFob5pC3g,PT3M53S,2d,hd,FALSE,TRUE,rectangular
9OZgJCQq3s4,PT34M29S,2d,hd,FALSE,TRUE,rectangular
YgWKoVQFKHE,PT15M19S,2d,hd,TRUE,TRUE,rectangular
ctUYQoD_Txg,PT8M43S,2d,hd,FALSE,FALSE,rectangular
uIiuHuQXixc,PT11M31S,2d,hd,FALSE,TRUE,rectangular
vEFQNMRIJC4,PT15M4S,2d,hd,FALSE,TRUE,rectangular
sP3EHBr3mGA,PT4M7S,2d,hd,TRUE,TRUE,rectangular
_yRukpZCZGo,PT28M34S,2d,hd,TRUE,TRUE,rectangular
mvppwULNJLo,PT3M35S,2d,hd,FALSE,TRUE,rectangular
BaGD9WDoZGw,PT1H41M57S,2d,hd,FALSE,FALSE,rectangular
n92qIk6nU84,PT3M35S,2d,hd,FALSE,TRUE,rectangular
EH8y7tomSSY,PT2M35S,2d,hd,TRUE,TRUE,rectangular
7rOQv_6L9fQ,PT5M10S,2d,hd,TRUE,TRUE,rectangular
fpAopipfdAs,PT5M4S,2d,hd,FALSE,TRUE,rectangular
0yU6hQujgng,PT9M19S,2d,hd,FALSE,TRUE,rectangular
ZYPUWUo02u4,PT2M49S,2d,hd,FALSE,TRUE,rectangular
ikm5EKm4vwU,PT8M58S,2d,hd,FALSE,TRUE,rectangular
D503z0qGrH0,PT8M11S,2d,hd,TRUE,TRUE,rectangular
TXb8BH6DN6g,PT19M15S,2d,hd,FALSE,TRUE,rectangular
xfRo5dmSH5M,PT38M30S,2d,hd,FALSE,TRUE,rectangular
#NAME?,PT11M8S,2d,hd,FALSE,TRUE,rectangular
JNWwVDkj24g,PT7M3S,2d,hd,TRUE,TRUE,rectangular
fUyU3lKzoio,PT46S,2d,hd,FALSE,TRUE,rectangular
w3AkNU6G0-Q,PT8M50S,2d,sd,FALSE,TRUE,rectangular
ycuMyyqBWQY,PT19M3S,2d,hd,FALSE,TRUE,rectangular
mANuub7Bnw0,PT14M10S,2d,hd,TRUE,TRUE,rectangular
KOC7clogG6s,PT14M22S,2d,hd,TRUE,TRUE,rectangular
7R1N-8SoqcM,PT2M59S,2d,hd,TRUE,TRUE,rectangular
D4fC4HVpP3M,PT4M15S,2d,hd,FALSE,TRUE,rectangular
3FpAImI9sMQ,PT9M44S,2d,hd,TRUE,FALSE,rectangular
Me2M9Aiy26w,PT6M56S,2d,hd,TRUE,TRUE,rectangular
e1bEWoblGZA,PT48S,2d,hd,FALSE,TRUE,rectangular
